PHONE_USE_MTH,L90D_RG_CTT_TM,SCR_CELL_CALLED_TIMES,SCR_CELL_CALLED_PHONE_CNT,SCR_CELL_CTT_DAYS_CNT,SCR_CELL_CALLED_CTT_DAYS_CNT,SCR_CELL_180_CALLING_SUBTTL,SCR_CELL_MRNG_CALLED_TIMES,SCR_CELL_CALL_TTL_TIME,SCR_CELL_AFTN_CALL_TTL_TIME,SCR_CELL_NIGHT_CALL_TTL_TIME,SCR_CELL_90DAY_CALLING_TIMES,SCR_CELL_90DAY_CALL_TIMES,SCR_CELL_CALL_PHONE_CNT,SCR_CELL_CALLING_CTT_DAYS_CNT,SCR_CELL_CALLED_TTL_TIME,SCR_CELL_NIGHT_CALLED_TTL_TIME,SCR_CELL_AFTN_CALLING_TTL_TIME,SCR_CELL_NIGHT_CALLING_TTL_TIME,SCR_CELL_DAY_CALLING_TTL_TIME,SCR_CELL_EVN_CALL_TTL_TIME,SCR_CELL_CALLING_TTL_TIME,SCR_CELL_90DAY_CALLING_TTL_TIME,SCR_CELL_CALL_SMY_ANS_AFTN_CNT,SCR_CELL_CALL_SMY_ANS_AFTN_TM,SCR_CELL_LOCAL_CALL_TIME,SCR_CELL_90DAY_CALL_TTL_TIME,SCR_CELL_CALL_LSTM2_CONTACTS_CNT,SCR_CELL_NET_LSTM6_ONL_FLOW,SMS_L150D_TTL_PPL,SMS_L30D_SEND_CNT,SMS_L30D_TOTAL_CNT,sms_l90d_send_cnt,sms_l90d_total_cnt,SCR_CELL_SMS_LSTM3_SEND_CNT,TRC_LSM1_AVG_PLAN_AMT,TRC_LSM1_AVG_TOTAL_AMT,TRC_LSM5_PLAN_AMT,TRC_LSM5_TOTAL_AMT,SCR_CELL_MAX_PLAN_AMT,SCR_CELL_PH_USE_MONS
114,13322,2432,500,144,139,3636.41,586,301333,116778,19614,0,0,567,139,150362,44461,58556,9238,87372,5206,150971,58973,1039,57218,253955,126110,200,-9999999,60,75,75,234,234,206,130,243.5,938.49,1457.95,241,114
48,8257,1697,284,173,172,0,496,193912,66546,15578,0,0,345,171,106124,33088,34254,4679,59502,6153,87788,38212,580,32292,0,82273,195,-9999999,18,5,5,13,16,18,188,339.3,850,1431.3,188,48
31,8614,452,155,167,149,912.91,165,70946,20892,10803,0,0,239,150,27433,6917,13581,7823,25899,3759,43513,28721,117,7311,53245,44751,110,-9999999,16,2347,2347,2986,2986,1407,20,126.49,106,493.8,69,31
5,9543,1801,297,173,172,0,527,196339,74268,25561,0,0,384,172,77362,14576,40619,19194,67792,13122,118977,55190,755,33555,0,88032,159,-9999999,39,449,449,1454,1454,1426,299,56,1495,280.5,301.52,5
5,5592,580,115,161,152,0,164,141960,50667,5205,0,0,192,133,58256,25458,29761,4320,45976,3073,83704,38934,208,20906,0,60856,104,-9999999,28,802,802,1898,1898,1632,199,199.8,608.55,624.08,199,5
108,10752,1196,486,173,169,0,392,89051,27843,10299,0,0,589,160,50334,12714,11780,3686,26312,1493,38717,20122,401,16063,645,45274,252,-9999999,5,2954,2954,2954,2954,0,299,301.4,1319.21,1383.91,299,108
28,11183,301,133,154,122,0,95,73955,26268,2054,0,0,192,119,34877,11855,15067,1377,22928,301,39078,17895,126,11201,1081,37220,88,-9999999,14,5,5,19,19,23,88,109.86,440,555.24,88,28
62,91278,1790,1094,164,164,0,719,364844,154261,11071,0,0,1214,111,263993,49459,35995,6073,73930,990,100851,18388,793,118266,157214,156650,492,-9999999,82,36,36,114,114,133,99,139.2,495,807.35,99,62
91,10535,293,152,143,135,0,74,30628,12169,528,0,0,180,46,18904,6588,3873,303,9415,138,11724,9187,128,8296,29649,16656,92,-9999999,9,4,1178,7,2487,11,118,108.1,590,541.3,130.19,91
62,17930,502,275,165,150,0,146,48613,19632,2512,0,0,438,145,17420,4600,13042,1239,25213,418,31193,17817,202,6578,44310,29094,209,-9999999,18,16,1394,51,3000,40,194,228.5,896,1348.1,194,62
52,7676,581,241,162,153,160.4,196,97188,36066,6908,0,0,291,110,59588,15197,12373,1976,26427,3401,37600,19338,219,23693,0,49288,89,-9999999,9,8,9,18,21,16,22,254.3,116,1124.4,28,52
80,4974,210,158,101,97,0,107,14901,7558,415,0,0,178,32,11613,1237,2359,10,2992,0,3288,1691,85,5199,0,7576,74,-9999999,7,1,1,7,9,7,106,136,530,680.1,106,80
184,8996,332,155,167,137,168.88,82,83454,26909,6362,0,0,215,143,23281,8662,17994,5114,36826,1971,60173,26111,122,8915,46479,39796,96,-9999999,3,82,82,316,316,299,98,119.03,529.98,685.71,157.98,184
5,14642,913,264,171,147,0,315,238031,103701,7569,0,0,430,29,81396,14714,11766,1982,21823,1158,27612,9532,379,33319,18117,129454,221,-9999999,43,16,360,75,1096,81,171.72,0,647.72,0,171.72,5
5,8515,649,225,167,135,0,181,104387,29821,3829,0,0,328,0,48975,20457,0,0,0,853,0,0,228,15965,0,48246,148,-9999999,33,7,209,79,771,94,0,0,507,0,169,5
5,1287,249,102,108,106,0,51,25032,6960,2469,0,0,112,36,17306,6019,1940,397,1989,1766,7726,1682,100,5020,0,5710,45,-9999999,0,0,0,0,0,0,0,175.5,0,933.09,0,5
104,5686,256,133,157,127,0,87,32864,11237,3468,0,0,160,127,15500,2230,6861,260,13459,2644,17364,9268,93,4376,28906,16774,75,-9999999,7,41,41,94,94,115,713.99,715.49,1035.97,1094.37,713.99,104
5,9149,472,83,151,130,0,138,67997,25839,8077,0,0,113,128,38756,9065,12464,4197,18369,1145,29241,17812,168,13375,0,43490,72,-9999999,24,74,74,168,168,184,0,160.19,0,562.93,0,5
46,13008,703,265,165,150,184.95,211,143361,59937,8969,0,0,446,146,69802,18083,27199,5159,48358,1888,73559,31037,275,32738,0,66204,233,-9999999,35,158,172,184,219,81,94,115.2,493,1605.6,123,46
67,5325,211,154,120,98,0,34,22919,11729,2465,0,0,180,60,13363,3804,6296,1189,7363,1338,9556,5286,123,5433,0,11788,91,-9999999,18,20,40,84,152,68,76,129.2,380,641.2,76,67
120,42861,1505,687,171,169,1410.89,576,194765,82196,9352,0,0,817,158,125998,19466,28662,3203,51993,299,68767,30655,644,53534,134425,87475,384,-9999999,60,3,3,126,126,163,58,98,845,1155,244,120
5,3917,0,0,160,0,0,0,58265,20663,3157,0,0,148,160,0,0,20663,3157,41676,109,58265,28186,0,0,0,28186,92,-9999999,0,3,3,4,4,2,0,75,0,414,0,5
37,16581,2627,290,173,172,710.03,722,720494,260250,53305,0,0,424,173,234630,67664,177938,40792,295885,5523,485864,253081,1025,82312,602092,373728,186,-9999999,79,23,23,106,106,107,234,234.7,1044,1131.03,240,37
28,33334,2229,327,173,173,2689.45,568,411725,145622,41360,0,0,411,172,254290,70871,51694,17210,100474,11538,157435,100502,825,93928,346938,248179,209,-9999999,17,65,275,130,740,96,201,301.35,560,837.27,201,28
5,9656,339,247,145,141,0,120,51480,12466,6479,0,0,284,71,23979,9479,5950,1622,9749,1188,27501,14124,144,6516,0,30759,135,-9999999,4,0,0,3,3,4,99,99.3,495,497.25,99,5
49,21895,587,235,171,161,881.6,149,321288,133803,16194,0,0,319,164,109884,41072,96683,9970,136191,0,211404,81935,232,37120,311147,143505,164,-9999999,6,40,40,150,150,146,128,188.3,640,880.93,128,49
39,7412,527,259,168,158,173.8,117,40587,15101,5738,0,0,292,148,17074,4219,8225,3369,12565,4691,23513,16017,206,6876,26208,26005,133,-9999999,4,70,70,180,180,166,108,127.04,599.97,645.63,147.98,39
5,1446,1637,149,172,169,0,189,291441,88036,56998,0,0,191,168,132089,40836,45056,27601,71852,35517,159352,101738,476,42980,0,199202,114,-9999999,60,442,442,1107,1107,955,169,230.04,865,1044.29,182.55,5
59,10032,797,230,172,166,1560.47,266,147751,49262,4854,0,0,308,162,69580,21611,26148,2258,54703,444,78171,35719,227,23114,0,68688,104,-9999999,15,9,9,23,23,18,98,121.96,490,734.79,98,59
87,13755,978,422,172,169,0,396,120033,45130,4352,0,0,498,146,64259,18090,22471,2052,45061,232,55774,27298,385,22569,76292,62346,226,-9999999,20,78,78,225,225,230,210,275.1,1050,1411.07,210,87
61,19293,387,177,159,146,706.18,147,73353,23540,6728,0,0,283,139,22822,3719,14565,5528,37055,804,50531,23480,139,8975,62697,33527,116,-9999999,12,2963,2963,2963,2963,233,142,227.58,590,1254.83,142,61
5,1343,671,112,157,152,0,218,58496,23236,4636,0,0,136,112,37860,7993,8399,1232,13995,567,20636,4080,244,14837,0,14293,49,-9999999,5,8,8,89,89,95,206,226.9,953,1129.34,206,5
111,4778,388,125,161,140,0,99,39959,11488,2690,0,0,158,137,16133,6027,6663,1181,11965,424,23826,11036,123,4807,37910,20805,75,-9999999,12,1390,1390,2942,2942,2041,71,71,355,355.8,71,111
35,8465,238,109,121,89,11.25,69,50559,12315,4665,0,0,173,96,22731,9099,7404,2362,14612,1055,27688,16890,73,4805,0,27859,72,-9999999,18,7,7,25,25,22,36,44.05,240,536.2,56,35
5,9987,556,247,156,144,49.5,112,78157,23541,5080,0,0,297,117,40855,17502,9749,3146,16203,619,37302,13332,190,13792,0,28822,107,-9999999,12,24,24,49,49,49,56,59.4,300,408.22,76,5
34,24259,870,242,172,161,1875.45,383,276592,123662,10161,0,0,391,171,72687,10205,97085,6827,188166,403,203905,105323,340,26569,222740,139267,171,-9999999,5,2828,2828,2828,2828,0,228,426.55,1036,1639.66,228,34
43,12477,1691,338,173,173,172.9,656,214761,64269,14827,0,0,458,166,116195,27097,28691,4910,75606,1529,98566,56433,570,35578,178132,119433,209,-9999999,16,1562,1562,2923,2923,1896,164,166.5,799,828.09,164,43
43,10422,420,69,167,138,22.99,102,93669,20451,5635,0,0,93,153,43023,24321,10938,3272,20932,2869,50646,32378,117,9513,86492,65881,57,-9999999,8,38,38,66,66,38,87.84,99.58,599.84,615.28,128,43
40,7561,288,168,147,131,9.88,105,29850,11205,1569,0,0,198,69,18232,2950,2382,740,5849,358,11618,5805,127,8823,25579,14725,82,-9999999,7,2936,2936,2936,2936,0,119,125.08,595,631.23,119,40
49,9618,485,146,165,151,0,160,44715,13997,3590,0,0,206,138,24494,4931,6161,1454,15112,0,20221,12945,185,7792,36578,28225,99,-9999999,9,2563,2563,2973,2973,1603,159,169.84,795,827.44,159,49
30,5931,750,216,171,168,359.86,105,84600,34896,8252,0,0,270,155,41372,15477,17775,3879,21352,2724,43228,26211,317,17096,50861,50600,133,-9999999,2,114,114,264,264,220,722.99,734.22,1238.94,1424.94,722.99,30
5,39270,870,210,173,170,0,95,281336,134061,9277,0,0,313,169,96765,35812,85221,3308,96119,4502,184571,76527,416,48840,0,124279,138,-9999999,9,35,35,45,45,26,0,304.33,507,1194.61,169,5
42,2113,114,63,67,63,2.47,35,16338,4290,4075,0,0,67,20,9313,3325,1058,3814,2023,56,7025,6920,47,3232,0,14829,40,-9999999,2,76,76,108,108,78,138,138.6,678.4,679.8,168,42
40,66427,767,261,172,168,500.84,238,154517,22323,78362,0,0,326,147,65421,14215,8692,51914,16432,20021,88930,56836,272,13559,147767,86880,162,-9999999,8,4,309,17,1108,19,113,56.94,653,393.45,169,40
5,9620,140,81,118,63,0,52,29934,14554,1199,0,0,189,48,7350,2252,2406,575,6006,171,8451,686,55,2757,0,15022,56,-9999999,0,0,0,0,0,0,10,203.2,110,1113.79,30,5
31,56978,503,264,161,149,46.36,179,86619,17716,10196,0,0,311,117,50776,21570,6763,4136,11383,4030,35843,27025,157,10953,65650,61265,157,-9999999,15,2141,2141,2938,2938,1636,88,122.53,520,747.93,108,31
91,16794,996,407,170,168,0,370,79154,30118,2773,0,0,442,80,67766,13635,4124,776,8012,908,11388,5664,372,25994,68223,52346,198,-9999999,34,13,13,162,162,173,90,90.7,450,454.1,90,91
71,11223,469,203,147,138,315.78,161,64585,17865,8463,0,0,316,115,27404,10144,10992,5544,16710,5063,37181,16751,168,6873,3814,25640,151,-9999999,33,90,708,240,1401,173,213,224.27,770,774.89,213,71
30,6621,408,189,155,142,23.8,161,75181,18594,8798,0,0,237,108,36553,8899,10319,4666,23796,2577,38628,21144,126,8275,0,41833,95,-9999999,19,3,7,35,50,37,198,198,744,912.8,198,30
22,4456,923,156,168,167,133.41,207,62257,23025,8331,0,0,257,131,39447,10936,9195,2919,14227,2560,22810,11221,303,13830,38221,30756,150,-9999999,15,57,57,88,88,55,30,156.79,150,790.06,30,22
94,38153,888,204,171,168,121.73,279,105090,35059,13239,0,0,291,155,51333,11580,18335,6245,41002,4168,53757,33976,378,16724,94362,61634,134,-9999999,7,0,0,10,10,13,209,211.73,1022.88,1257.37,281.2,94
5,6088,356,201,102,100,0,138,50759,12548,519,0,0,221,38,30114,12077,2718,290,5563,149,20645,6733,118,9830,0,18888,64,-9999999,0,0,0,0,0,0,0,139.5,0,784.35,0,5
5,447,579,88,166,153,0,92,118255,27582,14522,0,0,125,133,52048,25307,15380,10133,33694,9479,66207,33997,189,12108,0,59506,52,-9999999,23,250,250,545,545,600,113.84,159.79,706.17,909.44,295.33,5
84,19251,740,252,172,167,0,234,158757,49864,24000,0,0,332,146,105326,30039,17082,5057,31140,4808,53431,35946,228,32782,0,101541,140,-9999999,36,35,80,211,396,211,61.9,152.4,570.6,846.9,187.9,84
5,78611,4436,868,173,173,0,1512,887794,340419,30514,0,0,1036,173,395385,94435,181653,14841,336147,502,492409,246945,1822,158766,0,473285,534,-9999999,44,510,510,1573,1573,1549,0,30.5,45.17,297.59,67.02,5
78,20739,1493,570,173,168,11.55,532,228509,92410,6363,0,0,750,160,133360,33191,38335,1856,64174,169,95149,40562,587,54069,0,102667,309,-9999999,131,41,43,115,128,117,406,421.1,1618,2264.75,406,78
119,12700,580,305,169,162,0,257,100761,41701,7743,0,0,389,143,61891,5849,15406,2840,30663,14,38870,28326,231,26295,55936,67894,159,-9999999,28,2260,2260,2986,2986,1377,175,203.67,875,1203.79,175,119
48,101984,569,157,162,157,0,167,184289,62244,8996,0,0,205,128,115563,31964,21563,1571,43564,438,68726,40721,195,40681,150606,109405,95,-9999999,11,394,394,1066,1066,1048,128,177.34,640,871.53,128,48
5,2450,698,163,170,162,125.1,205,117273,33133,8317,0,0,211,158,61752,18886,16167,2833,36096,3907,55521,36135,202,16966,0,72900,88,-9999999,6,2,2,20,20,20,199,226.2,995,1352.71,199,5
5,11253,1555,270,142,142,0,578,187902,61635,14517,0,0,316,140,100587,20990,26558,4868,52857,936,87315,62697,583,35077,0,133370,182,-9999999,40,2398,2398,2964,2964,1266,349,321.8,2388.23,2327.38,619,5
38,13871,836,268,165,164,0,264,105993,26903,5060,0,0,308,112,69316,30278,10353,2567,18102,2617,36677,7611,273,16550,95096,38434,133,-9999999,12,15,15,42,42,62,79,76.4,995,1200.56,419,38
5,7874,909,264,172,168,0,290,132329,43905,8751,0,0,316,153,71594,24092,19929,5341,36051,4841,60735,27816,337,23911,0,64702,128,-9999999,11,6,6,33,33,45,0,0,0,1636.1,0,5
46,3815,1032,352,167,164,325.85,115,99844,25054,31262,0,0,401,128,48210,13715,9272,17671,14402,27257,51634,25822,312,15720,86160,48392,154,-9999999,11,166,166,974,974,1122,114,126.2,505,1294.63,133,46
99,17833,512,323,161,149,0,167,48565,19285,405,0,0,394,101,15976,5022,12750,39,21653,0,32589,16176,234,6535,27669,22611,142,-9999999,6,204,204,387,387,303,168,172.1,840,1003.14,168,99
54,12103,163,66,131,82,0,70,47315,14898,3216,0,0,180,123,9624,2070,11673,3063,23347,705,37691,13668,56,3225,43465,15922,45,-9999999,1,61,61,147,147,121,118,138.15,591,671.62,119,54
31,7440,175,143,115,89,114,57,29025,15921,914,0,0,250,78,9774,260,9766,503,17391,180,19251,7369,103,6155,22996,11410,74,-9999999,5,22,22,66,66,67,90,108.9,390,607.63,120,31
47,2610,349,213,146,125,0,94,27649,9225,3850,0,0,249,94,15094,4554,3060,2330,6309,2527,12555,4312,132,6036,20021,9466,67,-9999999,14,2860,2860,2860,2860,715,128.9,142.9,686.78,781.95,161.9,47
28,3743,317,139,149,106,378.48,75,48550,15766,6763,0,0,183,93,18037,5214,7863,4819,18011,3764,26979,19493,120,6348,34046,31306,99,-9999999,20,26,26,62,62,45,70,140.16,162,310.66,70,28
21,3455,1434,221,173,164,0,545,60258,21143,5374,0,0,368,172,24503,4036,11845,3216,26080,205,35755,18026,542,9298,0,31118,185,-9999999,16,1,1,20,20,22,129,182.45,32958,860.6,12900,21
67,22757,639,377,173,156,97.28,215,105131,40895,4092,0,0,1084,171,50280,14209,21368,2466,38287,1022,54851,42347,229,19347,89755,70911,748,-9999999,22,17,17,77,77,76,178.2,247.09,1077,1318.1,244,67
5,3407,500,98,151,124,0,125,107496,44865,12104,0,0,155,138,46848,10283,28705,4008,39730,2997,60648,29150,197,16160,0,60606,82,-9999999,18,18,18,82,82,105,129,132.19,646,659.37,130,5
5,11506,652,228,167,158,0,200,159446,59563,13275,0,0,316,123,97338,33600,29849,2977,43184,4670,62108,44362,224,29714,0,100191,162,-9999999,8,5,5,17,17,20,0,174.2,0,898.16,0,5
70,5689,848,341,168,162,3461.42,191,267104,136765,7347,0,0,1887,126,90880,29260,102113,2756,128312,2126,176224,29340,353,34583,183791,53234,113,-9999999,30,14,14,86,86,83,131,153.28,848.97,1278.2,191,70
5,11014,377,61,170,128,0,98,104968,29222,8577,0,0,111,167,22529,8028,22356,6488,54886,2049,82439,37901,153,6866,0,50894,62,-9999999,17,266,266,877,877,818,189,189.2,934.68,1284.21,189,5
61,17799,400,250,158,147,592.61,158,113386,17296,2240,0,0,278,97,45035,14831,3013,1570,11200,11,68351,33744,158,14283,0,64911,134,-9999999,2,7,7,11,11,5,58,64.71,290,369.02,58,61
45,4547,268,161,133,107,0,109,42960,21348,3709,0,0,280,94,17082,2107,12289,2908,18712,298,25757,10551,111,8991,37670,19607,75,-9999999,12,5,5,26,26,23,169,209,743,887.11,169,45
5,9748,0,0,140,0,0,0,65566,22831,1569,0,0,133,0,0,0,0,0,0,17,0,0,0,0,0,38681,74,-9999999,0,0,0,0,0,0,0.34,232.7,1.7,1105.88,0.34,5
5,6138,719,118,169,157,0,234,98199,30771,5028,0,0,206,163,47349,21683,17690,3122,36539,147,50850,27412,254,12995,0,54897,110,-9999999,34,326,326,783,783,673,251,253.7,961,1012.61,251,5
16,7632,449,121,152,138,0,121,27934,11248,2257,0,0,179,104,19734,2628,2800,774,5539,260,8200,4426,169,8448,14814,15323,96,-9999999,4,112,112,350,350,292,688,688.1,1079.99,1080.69,688,16
74,13584,760,320,173,166,1281.29,244,153949,55751,19686,0,0,598,168,43617,11650,40734,16702,72532,465,110332,53208,298,15017,101699,76751,214,-9999999,7,2957,2957,2957,2957,0,180,187.29,723.15,1227.14,180,74
49,3696,564,206,149,140,773.1,154,69727,21168,5294,0,0,267,111,31223,11284,11347,3048,20721,2854,38504,8590,210,9821,42298,14638,83,-9999999,11,2878,2878,2878,2878,489,116.9,123.7,666.6,850.5,144.9,49
5,4553,640,197,173,155,0,191,250922,96380,3624,0,0,326,173,60228,16565,71101,2954,128125,175,190694,117108,271,25279,0,151457,163,-9999999,5,64,64,181,181,185,129,129,595,645.2,129,5
36,5906,352,216,155,141,118.5,103,37922,14447,3314,0,0,254,72,23980,7384,5779,983,8818,1253,13942,6108,116,8668,778,17275,86,-9999999,12,10,10,34,34,42,68,122.5,340,445.85,68,36
96,6860,411,154,141,130,11.4,102,25585,11111,2292,0,0,183,66,16056,2901,3683,776,5521,989,9182,4029,167,7396,24167,12673,77,-9999999,10,714,714,1696,1696,1705,72.98,95.08,344.9,475.23,112.98,96
74,17375,727,316,170,167,193.8,218,85104,30570,7370,0,0,383,145,55339,16425,10775,2027,20918,892,29765,17483,245,19795,35463,48273,195,-9999999,14,45,45,210,210,220,162.99,164.59,703.96,858.76,162.99,74
80,6435,1084,225,120,119,931.95,282,119000,28487,15818,0,0,283,118,54413,24567,14719,12664,24068,5483,64587,17238,283,13768,2513,38155,83,-9999999,8,25,25,57,57,44,163,165.6,703,859.25,163,80
36,60146,1396,499,173,172,0,593,196980,72069,14657,0,0,618,171,79683,15812,44132,9840,83112,349,117297,66562,528,27880,188529,116231,300,-9999999,68,15,517,60,1601,68,213,212.1,874,968.04,213,36
5,43288,4110,429,173,173,0,1726,443087,178742,26196,0,0,642,173,258002,33509,77600,7781,154298,5735,185085,113426,1613,100866,0,269168,365,-9999999,66,853,853,2414,2414,2220,274,401.23,1330,1622.21,314,5
68,8230,970,199,170,163,2157.29,255,145388,47089,18913,0,0,292,162,65769,22141,27636,11094,46145,1686,79619,32050,334,19453,106998,55010,101,-9999999,17,39,310,57,1021,75,212,237.77,911,1292.5,212,68
49,5396,890,158,168,161,62.7,239,160046,45750,19217,0,0,247,160,77667,27232,21650,10454,42157,6106,82379,28729,266,24100,80739,52512,139,-9999999,114,220,220,976,976,967,83,86.6,860.3,917.07,263,49
37,45213,1196,351,173,172,0,396,145352,56449,15484,0,0,480,142,91105,17822,20827,4157,39985,2694,54247,20522,451,35622,118154,61471,193,-9999999,8,1614,1614,2960,2960,1859,168,175.5,840,885.89,168,37
5,3940,945,127,173,167,0,314,225435,91933,16620,0,0,240,173,71897,22195,66784,10271,115096,661,153538,77605,300,25112,0,118066,68,-9999999,39,128,128,446,446,454,219,234,1015,1030.3,219,5
42,26674,618,208,173,166,0,213,98102,31097,6038,0,0,266,159,46584,10673,14551,3253,29054,622,51518,28236,186,16546,89105,50142,116,-9999999,7,2979,2979,2979,2979,0,227,276.5,1053,1166.86,227,42
71,17398,340,224,153,143,0,107,70395,30583,3123,0,0,266,70,35700,12287,16265,1635,21505,1772,34695,24538,147,14318,0,46546,130,-9999999,10,0,1,4,8,4,55.9,77.2,447.9,552,98,71
50,11603,986,431,172,170,129.2,321,145217,64612,12248,0,0,602,166,71899,11694,31605,7221,52391,1487,73318,33679,401,33007,135512,62210,228,-9999999,11,6,6,19,19,25,207,207.5,565,915.59,207,50
41,5730,527,269,153,145,0,151,36596,9403,8332,0,0,326,111,21567,5319,2964,4401,5840,4922,15029,4571,169,6439,34619,12129,105,-9999999,10,3,529,11,1196,20,287,320.3,1387,1607.8,287,41
10,4634,352,154,124,107,38.4,88,32887,11550,3769,0,0,223,88,17307,5321,5478,1643,8179,369,14904,8790,117,5748,0,16428,88,-9999999,13,6,109,16,136,16,19,115.1,95,401.9,19,10
135,1239,226,73,118,100,2.09,61,17819,5549,1989,0,0,92,66,10662,3140,2788,469,4245,795,7157,2384,67,2761,16521,7453,31,-9999999,5,583,583,1798,1798,2164,70,103.1,368.6,451.75,78.6,135
61,17807,1237,190,173,171,1460.53,166,143426,68323,11780,0,0,283,173,63910,17201,33318,8732,40726,5842,79516,39496,596,35005,102927,65892,146,-9999999,6,6,6,23,23,30,208,314.43,890,1180.21,208,61
5,1021,257,41,129,116,0,64,79432,9531,2986,0,0,49,70,51060,34362,2449,1194,6806,342,28372,20360,72,7082,0,53152,38,-9999999,7,96,96,325,325,304,179,218,895,981.2,179,5
63,4542,595,138,172,165,670,155,28626,15151,1506,0,0,171,166,15357,3615,8602,663,10446,269,13269,7799,242,6549,22492,17298,68,-9999999,18,90,90,182,182,128,69,156.25,425.99,863.06,123,63
5,3628,1802,208,170,170,0,663,187668,68343,36710,0,0,245,165,93325,8432,35571,18987,67254,1317,94343,42259,649,32729,0,86190,137,-9999999,55,28,28,97,97,111,0,164,0,889.89,0,5
97,7438,1120,183,173,166,1658.24,272,95204,31663,4506,0,0,225,170,48687,15796,14119,1983,25224,1113,46457,19822,346,17544,3960,43886,109,-9999999,17,179,179,571,571,591,89,176.98,445,717.77,89,97
5,667,213,64,116,111,0,72,26273,10669,962,0,0,70,35,22645,6739,2176,510,2864,308,3628,1435,80,8493,0,15985,27,-9999999,2,117,117,194,194,105,0,152.24,0,692.24,0,5
57,22736,332,196,157,84,3.45,106,109339,45506,14188,0,0,320,102,43243,8761,12128,2976,17212,5825,29736,16348,125,14552,0,64641,117,-9999999,14,6,6,28,29,31,176,186.35,665,764.75,176,57
36,6863,433,211,158,149,0,68,46094,13893,8303,0,0,260,90,31240,12764,4576,1468,7511,3860,14854,8171,146,9276,43537,20300,120,-9999999,11,1972,1972,2965,2965,1618,147.9,160.91,599.8,626.2,147.9,36
0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,43,0,0,0,0,0,0,-9999999,0,0,0,0,0,0,0,393.6,0,2065.74,0,0
70,5648,478,126,170,156,0,168,78967,24817,13931,0,0,192,155,33719,4238,11046,9225,27204,1739,45248,20798,169,13771,0,37473,82,-9999999,4,0,3,2,18,2,106,115.3,581,801.81,157,70
50,10765,960,245,171,171,0,382,133934,60105,4278,0,0,296,117,111125,18680,12648,1471,18568,819,22809,15049,409,47457,0,67143,123,-9999999,9,1,1,2,4,5,166,238,855,1104.4,191,50
62,21913,814,380,171,163,0,223,160699,70050,19857,0,0,470,146,81027,21613,35328,11116,47681,4807,79672,52948,325,34722,0,112205,225,-9999999,32,94,98,152,183,72,107,205,535,870.6,107,62
69,14228,106,53,72,68,15.6,47,29139,11415,1068,0,0,59,12,27307,5906,37,469,188,0,1832,1466,38,11378,0,18174,26,-9999999,11,25,25,39,39,22,41,93.5,85,344.07,41,69
5,4221,131,23,92,65,0,35,19056,4172,1304,0,0,29,58,6989,3145,2376,699,4686,422,12067,10081,37,1796,0,13587,21,-9999999,2,119,119,347,347,307,155.45,155.55,561.45,759.04,155.45,5
80,8781,612,156,161,157,38,230,146200,38562,7404,0,0,185,113,96132,41656,13988,1285,29059,168,50068,23527,243,24487,82726,62956,98,-9999999,2,54,54,138,138,106,728,778.6,1170,1578.73,728,80
70,12641,779,204,172,168,114,282,104520,33493,13634,0,0,260,158,40709,11856,21476,9074,39070,3755,63811,29113,256,11987,95297,52339,134,-9999999,6,2950,2950,2950,2950,0,110,291.44,560,1148.77,115,70
75,7465,408,175,146,135,1720.06,112,71172,21710,5980,0,0,267,99,31867,13332,12811,2712,22358,730,39305,16377,148,8899,44103,31559,87,-9999999,21,73,73,134,134,144,35,108.64,175,642.39,35,75
91,6847,470,266,155,147,0,170,43700,18370,1938,0,0,359,71,29117,4953,6470,390,11758,396,14583,7896,195,11900,39466,18536,125,-9999999,89,233,233,754,754,971,78,83,337.23,398.13,78,91
42,12312,1151,185,171,171,197.79,296,120519,41272,11111,0,0,236,145,84937,26197,13658,4427,25455,79,35582,18546,340,27614,103722,64016,110,-9999999,12,1224,1224,2981,2981,2198,28,68.25,154.94,330.01,32.98,42
51,27368,717,166,169,163,16.19,212,96375,36615,3088,0,0,203,133,53761,18617,14699,1577,22797,251,42614,18882,230,21916,522,47624,90,-9999999,8,52,52,106,106,139,108,127.62,530,589.04,118,51
92,15988,1616,412,173,172,158.08,535,209538,81999,17547,0,0,575,167,132302,36531,31035,5173,54914,5872,77236,42320,664,50854,3351,105819,240,-9999999,9,2886,2886,2956,2956,916,98,134.94,625,1075.38,148,92
59,21635,752,436,170,163,73.19,251,87900,28549,12105,0,0,575,137,48353,13228,11559,4733,21526,2922,39547,19655,200,16990,0,47118,229,-9999999,13,30,34,41,45,21,206,236.3,1102,1492.82,268,59
138,8590,633,325,169,160,355.3,279,111439,44009,9474,0,0,383,133,41823,4411,28047,8112,51623,461,69616,27328,263,15831,55801,41499,146,-9999999,7,2,2,5,5,5,38,38.2,150,211.92,38,138
42,30146,774,344,166,160,0,210,139511,68440,4907,0,0,435,119,81564,21131,23840,2390,30529,870,57947,33038,361,44600,114281,77388,185,-9999999,16,2959,2959,2959,2959,0,158,164.5,666.45,814.08,158,42
